tag,model,num_pages,Accuracy,Precision,Recall,F1-score,TPR,FPR
legacyPadl100_pin0p02_pout0p06_L5_G1,DF,95,0.6803989473684211,0.7211263157894737,0.6809421052631578,0.6509042105263156,0.9005673684210531,0.5386821052631581
legacyPadl100_pin0p02_pout0p06_L5_G1,TikTok,95,0.6903231578947367,0.7407547368421054,0.6908863157894735,0.6678505263157891,0.9001252631578952,0.5183526315789476
legacyPadl100_pin0p02_pout0p06_L5_G1,VarCNN,95,0.6515284210526316,0.6106789473684212,0.6519663157894737,0.5928589473684207,0.7626526315789475,0.4587231578947369
legacyPadl100_pin0p02_pout0p06_L5_G1,RF,95,0.6984926315789473,0.7610736842105262,0.6990631578947368,0.6804084210526314,0.9150589473684215,0.5169326315789474
legacyPadl100_pin0p02_pout0p06_L7_G1,DF,95,0.639362105263158,0.7036905263157898,0.6398736842105265,0.5909231578947368,0.8223168421052633,0.5425684210526316
legacyPadl100_pin0p02_pout0p06_L7_G1,TikTok,95,0.6424694736842106,0.7207326315789475,0.643021052631579,0.5988631578947368,0.8605642105263162,0.5745210526315789
legacyPadl100_pin0p02_pout0p06_L7_G1,VarCNN,95,0.6471157894736841,0.5926568421052631,0.6474200000000001,0.5795831578947367,0.7449326315789473,0.45009368421052637
legacyPadl100_pin0p02_pout0p06_L7_G1,RF,95,0.6415284210526316,0.7121347368421054,0.6421863157894737,0.5930557894736841,0.8630021052631581,0.5786305263157893
legacyPadl100_pin0p02_pout0p06_L9_G1,DF,95,0.5535789473684208,0.38685368421052635,0.5543073684210525,0.42431052631578925,0.6331663157894737,0.5245536842105264
legacyPadl100_pin0p02_pout0p06_L9_G1,TikTok,95,0.49932210526315773,0.2496642105263157,0.5,0.33299684210526326,0.45263157894736844,0.45263157894736844
legacyPadl100_pin0p02_pout0p06_L9_G1,VarCNN,95,0.5034557894736841,0.26063263157894734,0.5045589473684211,0.34052947368421066,0.7777252631578947,0.7686094736842105
legacyPadl100_pin0p02_pout0p06_L9_G1,RF,95,0.4996505263157893,0.24982631578947365,0.5,0.3331442105263159,0.5052631578947369,0.5052631578947369
